genres,overview,popularity,production_companies,release_date,tagline,title,vote_average,vote_count
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]","Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one – Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorized rookie mission to get the last present half way around the globe before dawn on Christmas morning.",19.83683,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Aardman Animations"", ""id"": 297}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}]",2011-02-22,Ever wonder how 2 Billion presents get delivered all in 1 night?,Arthur Christmas,6.7,333
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]","When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.",36.069611,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""City Light Films"", ""id"": 136}]",1998-11-12,Sooner or later everyone does.,Meet Joe Black,6.9,1147
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.,18.827753,"[{""name"": ""David Foster Productions"", ""id"": 496}, {""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Hacienda Productions"", ""id"": 43717}]",2002-02-06,What would you do if you lost everything?,Collateral Damage,5.5,427
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]","Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",38.885195,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Marc Platt Productions"", ""id"": 2527}]",2010-07-27,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,Scott Pilgrim vs. the World,7.2,2126
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",57.673932,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Reliance BIG Entertainment"", ""id"": 6733}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Rena Film"", ""id"": 46506}, {""name"": ""Peach Trees"", ""id"": 46507}]",2012-09-07,Judgement is coming,Dredd,6.6,1940
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",The ongoing war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest.,11.77398,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}]",2010-07-30,Just like real spies... only furrier.,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,119
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]","David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!",21.218,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Hypnotic"", ""id"": 7384}, {""name"": ""New Regency Pictures"", ""id"": 10104}]",2008-02-10,anywhere is possible.,Jumper,5.9,1799
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]","Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",109.684788,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Shady Acres Entertainment"", ""id"": 159}, {""name"": ""Pit Bull Productions"", ""id"": 160}]",2003-05-23,In Bruce we trust,Bruce Almighty,6.4,3012
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]","Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",77.580661,"[{""name"": ""Millennium Films"", ""id"": 10254}]",2010-08-03,Choose Your Weapon.,The Expendables,6.0,2926
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",75.290998,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}]",1996-05-22,Expect the Impossible.,Mission: Impossible,6.7,2631
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",68.550698,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Color Force"", ""id"": 5420}]",2012-03-12,May The Odds Be Ever In Your Favor.,The Hunger Games,6.9,9455
"[{""id"": 35, ""name"": ""Comedy""}]","The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",58.040149,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Living Films"", ""id"": 2877}, {""name"": ""Green Hat Films"", ""id"": 3527}, {""name"": ""Warner Bros."", ""id"": 6194}]",2011-05-25,The Wolfpack Is Back,The Hangover Part II,6.2,3739
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,44.34333,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""DC Entertainment"", ""id"": 9993}]",2013-07-18,The best never rest.,RED 2,6.4,1526
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 16, ""name"": ""Animation""}]","Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",23.473004,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]",2011-12-14,This holiday it's gonna get squeaky.,Alvin and the Chipmunks: Chipwrecked,5.4,484
"[{""id"": 35, ""name"": ""Comedy""}]","The all-star comedy cast from Grown Ups returns (with some exciting new additions) for more summertime laughs. Lenny (Adam Sandler) has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises: the last day of school.",45.589568,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}]",2013-07-11,Just because they're a little older doesn't mean they've grown up.,Grown Ups 2,5.8,1155
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]","When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?",23.496054,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""WV Films IV"", ""id"": 27352}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}, {""name"": ""Callahan Filmworks"", ""id"": 60378}]",2008-06-19,Saving The World...And Loving It!,Get Smart,6.0,1051
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]","World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",81.914696,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Sikelia Productions"", ""id"": 23243}]",2010-02-18,Someone is missing.,Shutter Island,7.8,6336
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]","A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",37.02665,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]",2011-02-10,Sometimes a guy's best wingman... is a wingwoman,Just Go with It,6.3,1543
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",36.125715,"[{""name"": ""Warner Bros. Family Entertainment"", ""id"": 3592}, {""name"": ""Northern Lights Entertainment"", ""id"": 8816}, {""name"": ""Courtside Seats Productions"", ""id"": 55527}]",1996-11-15,Get ready to jam.,Space Jam,6.5,1288
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]","Jellystone Park has been losing business, so greedy Mayor Brown decides to shut it down and sell the land. That means families will no longer be able to experience the natural beauty of the outdoors -- and, even worse, Yogi and Boo Boo will be tossed out of the only home they've ever known. Faced with his biggest challenge ever, Yogi must prove that he really is ""smarter than the average bear"" as he and Boo Boo join forces with their old nemesis Ranger Smith to find a way to save Jellystone Park from closing forever.",11.187696,"[{""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros. Animation"", ""id"": 2785}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Rhythm and Hues"", ""id"": 13481}, {""name"": ""Picnic Basket"", ""id"": 19045}]",2010-12-11,Life's a Pic-A-Nic,Yogi Bear,5.2,220
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]","A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love.",27.46264,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""Broken Road Productions"", ""id"": 8000}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Zookeeper Productions"", ""id"": 46221}, {""name"": ""Hey Eddie"", ""id"": 46222}]",2011-07-06,Welcome to his jungle.,Zookeeper,5.3,498
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]","Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",25.978555,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Warner Bros."", ""id"": 6194}]",2002-03-04,The greatest adventure THROUGH all time!,The Time Machine,5.8,631
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]","Having spent the last 10 years fighting injustice and cruelty, Alejandro de la Vega is now facing his greatest challenge: his loving wife Elena has thrown him out of the house!  Elena has filed for divorce and found comfort in the arms of Count Armand, a dashing French aristocrat.  But Alejandro knows something she doesn't: Armand is the evil mastermind behind a terrorist plot to destroy the United States.  And so, with his marriage and the county's future at stake, it's up to Zorro to save two unions before it's too late.",31.054334,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",2005-10-24,The original caped crusader is back!,The Legend of Zorro,5.9,893
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]","'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s.",44.090535,"[{""name"": ""Tim Burton Productions"", ""id"": 8601}]",1996-12-12,Nice planet. We'll take it!,Mars Attacks!,6.1,1509
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",36.664991,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Wintergreen Productions"", ""id"": 11845}, {""name"": ""Top Shelf Productions"", ""id"": 41978}]",2009-09-24,How do you save humanity when the only thing that's real is you?,Surrogates,5.9,1195
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]","Walking with Dinosaurs 3D is a film depicting life-like 3D dinosaur characters set in photo-real landscapes that transports audiences to the prehistoric world as it existed 70 million years ago. The film is based on the 1999 documentary television miniseries Walking with Dinosaurs, produced by the BBC. Walking with Dinosaurs 3D is being produced by Evergreen Studios, the company that produced Happy Feet, and it is was released on October 11, 2013.",10.088006,"[{""name"": ""BBC Worldwide"", ""id"": 3164}, {""name"": ""Reliance BIG Entertainment"", ""id"": 6733}, {""name"": ""Animal Logic"", ""id"": 8089}, {""name"": ""BBC Earth"", ""id"": 8090}, {""name"": ""Evergreen Films"", ""id"": 8091}, {""name"": ""BBC Earth MD (WWD)"", ""id"": 53498}, {""name"": ""Evergreen MD"", ""id"": 53499}]",2013-12-18,The Greatest Adventure in 70 Million Years,Walking With Dinosaurs,5.2,133
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","Arrogant, self-centered movie director Guido Contini finds himself struggling to find meaning, purpose, and a script for his latest film endeavor. With only a week left before shooting begins, he desperately searches for answers and inspiration from his wife, his mistress, his muse, and his mother.",9.357734,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Relativity Media"", ""id"": 7295}]",2009-12-03,"This Holiday Season, Be Italian",Nine,5.1,165
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]","The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",52.612025,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""One Race Films"", ""id"": 7154}, {""name"": ""Goldmann Pictures"", ""id"": 12006}, {""name"": ""NeoReel"", ""id"": 24097}, {""name"": ""Aperture Entertainment"", ""id"": 33832}, {""name"": ""TIK Films"", ""id"": 72441}]",2015-10-21,Hunt forever.,The Last Witch Hunter,5.7,1316
"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10751, ""name"": ""Family""}]","An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",10.706613,"[{""name"": ""Path\u00e9 Films"", ""id"": 4959}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""France T\u00e9l\u00e9vision"", ""id"": 7454}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 15671}, {""name"": ""France 3 Cinema"", ""id"": 16804}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Conseil R\u00e9gional du Calvados"", ""id"": 19267}, {""name"": ""R\u00e9gion Bretagne"", ""id"": 20346}, {""name"": ""Minist\u00e8re du D\u00e9veloppement Durable et de la Mer"", ""id"": 33250}, {""name"": ""JMH-TSR"", ""id"": 33251}, {""name"": ""HH Sheikha Salama bint Hamdan Al Nahyan"", ""id"": 33252}, {""name"": ""Conseil G\u00e9n\u00e9ral des C\u00f4tes d'Armor"", ""id"": 33253}, {""name"": ""Conseil G\u00e9n\u00e9ral du Morbihan"", ""id"": 33254}, {""name"": ""R\u00e9gion Basse-Normandie"", ""id"": 33255}]",2009-10-17,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.,Oceans,7.3,111
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]","When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.",7.342892,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Baldwin Entertainment Group"", ""id"": 2234}, {""name"": ""Dante Entertainment"", ""id"": 2755}, {""name"": ""Crusader Entertainment"", ""id"": 2978}, {""name"": ""ETIC Films"", ""id"": 2979}, {""name"": ""Forge"", ""id"": 2980}, {""name"": ""QI Quality International GmbH Co. KG"", ""id"": 2981}, {""name"": ""Signature Pictures"", ""id"": 2982}, {""name"": ""ApolloMedia Distribution"", ""id"": 16850}, {""name"": ""Coco"", ""id"": 87847}, {""name"": ""Film 111"", ""id"": 87848}, {""name"": ""Jericho Productions Ltd."", ""id"": 87849}, {""name"": ""MFF (Sound of Thunder)"", ""id"": 87850}, {""name"": ""Matrix Film Finance"", ""id"": 87851}, {""name"": ""Scenario Lane Productions"", ""id"": 87852}]",2005-05-15,Some Rules Should Never Be Broken.,A Sound of Thunder,4.8,111
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",59.248437,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}]",2001-12-11,I need to believe that something extra ordinary is possible...,A Beautiful Mind,7.7,3009
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,90.457886,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]",1994-06-23,Life's greatest adventure is finding your place in the Circle of Life.,The Lion King,8.0,5376
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",40.723459,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Contrafilm"", ""id"": 1836}, {""name"": ""Walden Media"", ""id"": 10221}]",2012-01-19,Believe the Impossible. Discover the Incredible.,Journey 2: The Mysterious Island,5.8,1030
"[{""id"": 35, ""name"": ""Comedy""}]","Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",22.132418,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Broken Road Productions"", ""id"": 8000}]",2011-11-11,His twin sister is coming for the holidays... ...and it ain't pretty.,Jack and Jill,4.1,604
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}]","Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",35.384423,"[{""name"": ""Onyx Films"", ""id"": 2203}, {""name"": ""NetFlix"", ""id"": 8858}, {""name"": ""Orange Studios"", ""id"": 15433}, {""name"": ""CityMation"", ""id"": 41042}, {""name"": ""On Entertainment"", ""id"": 59725}, {""name"": ""Zippcast Films"", ""id"": 60658}]",2015-07-29,Growing up isn't the problem... forgetting is.,The Little Prince,7.6,756
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",31.482872,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]",2016-06-18,Think this is what they do all day?,The Secret Life of Pets,5.9,3462
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,136.886704,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]",2013-06-25,Back 2 Work,Despicable Me 2,7.0,4637
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",35.387874,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""Hit & Run Productions"", ""id"": 11429}]",2006-09-22,The future's a thing of the past.,Children of Men,7.4,2071
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",73.82289,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""Kickstart Productions"", ""id"": 2526}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Top Cow Productions"", ""id"": 2528}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Ringerike Zweite Filmproduktion"", ""id"": 23955}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2008-06-19,Choose your destiny.,Wanted,6.4,2528
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]","Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",85.115058,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]",2006-03-23,The Ice age is melting away.,Ice Age: The Meltdown,6.5,2951
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.",31.160542,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Zadan / Meron Productions"", ""id"": 70994}]",2007-07-13,"When you follow your own beat, the world will follow you.",Hairspray,6.5,709
"[{""id"": 35, ""name"": ""Comedy""}]","After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",38.864027,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}]",2010-06-24,Boys will be boys. . . some longer than others.,Grown Ups,6.0,1705
